id,title,query,s2_id,duplicated
2616932922325721358,Graph based anomaly detection and description: a survey,anomaly+survey,0119f18eef5c4ff5aa4dcbca191fb4764de1de58,
2749878486685483211,Holy Grail of Outlier Detection Technique: A Macro Level Take on the State of the Art,outlier+review,NA,
10781956668461898730,Hyperspectral anomaly detection: A survey,anomaly+survey,07573d411accb9400da80e1badc8e27ecd7b0661,
13843485006544403001,Identifying R&D outliers,outlier+review,NA,
10999475202475533700,Image/video deep anomaly detection: A survey,anomaly+survey,49ae00b9a8539ba1a2a7d77408daad850fd33095,
11703285836142457071,Improving outlier detection in two establishment surveys,outlier+survey,NA,
17329117974970185653,Improving security using SVM-based anomaly detection: issues and challenges,anomaly+survey,NA,
9433740549629877673,Infanticide/neonaticide: The outlier situation in the United States,outlier+review,NA,
2402956232516267549,Integrating aspect analysis and local outlier factor for intelligent review spam detection,outlier+review,eb60d18eaa8923ec61d37e74e8d630bbd7e25b63,
9625156211940287532,Investigating the adequacy of response time outlier definitions in computer-based web surveys using paradata SurveyFocus,outlier+survey,5be90162528dff0ac6af5847e2e4f10392c1ce68,
343736120340982676,"Investor sentiment, accruals anomaly, and accruals management",anomaly+review,NA,
8878030008185031216,IoT anomaly detection methods and applications: A survey,anomaly+survey,NA,
13195319971245367878,Lean NAFLD: an underrecognized outlier,outlier+review,NA,
18266720518799539549,Longitudinal structure of the F-region equatorial anomaly—a review,anomaly+review,NA,
13683340325172595501,Machine learning for anomaly detection: A systematic review,anomaly+review,cbb29c6cd0203a811ab18574e85e6b74a1a68cfc,
4240946354646568373,Machine learning techniques for anomaly detection: an overview,anomaly+review,NA,
10798989244970333222,Machine learning techniques for network anomaly detection: A survey,anomaly+review,83a4575f6800e18fcf68cb8f57bf8242d97ed95a,
1936485934848137461,Manifestations and mechanisms of the Karakoram glacier Anomaly,anomaly+review,NA,
11310465641802770123,Maritime anomaly detection: A review,anomaly+review,12fad81d448dfc1b663981090d9ed508a65439fe,
11825850326617647872,Maritime anomaly detection: Domain introduction and review of selected literature,anomaly+review,e43c2cd01f0f4a85831180d27f8e9e0ebe6fb3b2,
15254688892039695472,Methods for anomaly detection: A survey,anomaly+survey,26da040de770b8956b4ab7f4b2ccf40465dde033,
4498899201606045077,Methods for dealing with reaction time outliers.,outlier+review,NA,
11504745976529457980,Mining unusual and rare stellar spectra from large spectroscopic survey data sets using the outlier-detection method,outlier+survey,c25d42bd1815868da7039f28fb9a8eb4e2fe0b66,
2599953816481226060,MiPo: How to Detect Trajectory Outliers with Tabular Outlier Detectors,outlier+review,NA,
16477312211792588310,More on the La Porte anomaly: A review,anomaly+review,NA,
51466906610502925,Morphologic spectrum of Ebstein's anomaly of the heart: a review.,anomaly+review,NA,
17184812000271762584,Morphological aspects of Ebstein's anomaly in adults,anomaly+review,NA,
7606960691361399074,Morphological Effects in SnO2 Chemiresistors for Ethanol Detection: A Review in Terms of Central Performances and Outliers,outlier+review,NA,
1491016629829224544,Multivariate outlier detection and robustness,outlier+review,NA,
5639346939961910146,Multivariate outlier detection in incomplete survey data: the epidemic algorithm and transformed rank correlations,outlier+survey,f22908064b3b94e9dc769b5602096fac2efc17e4,
3884491798315775737,Network anomaly detection research: a survey,anomaly+survey,4f2ef43b81a4dd319aa7f1d97cf27839e1cbb3ff,
14446809137472003814,Network anomaly detection system: The state of art of network behaviour analysis,anomaly+survey,NA,
9485343982777785484,"Network anomaly detection: methods, systems and tools",anomaly+review,NA,
12045150847239300315,Noise versus outliers,outlier+review,NA,
14061786101363796798,"On the Anglocentricities of current reading research and practice: the perils of overreliance on an"" outlier"" orthography.",outlier+review,NA,
4975852996964121796,Origins of mangrove ecosystems and the mangrove biodiversity anomaly,anomaly+review,NA,
18376227305904237566,Outlier and anomaly detection: a survey of outlier and anomaly detection methods,outlier+survey,33ac3796b735952652ae4aac692af40fe38c6204,
2024982053844418222,Outlier detection,outlier+review,NA,
4152424416220272116,Outlier detection and treatment in I/O psychology: A survey of researcher beliefs and an empirical illustration,outlier+survey,a49257d53937027e4122072a6746b4256aa7325d,
12627763177124134983,Outlier detection and treatment in industrial sampling survey,outlier+survey,aa4e2b76f055832ce609b9b37c14842bc6db6ac2,
16402888464779775495,Outlier detection approaches for wireless sensor networks: A survey,outlier+survey,9436440748a52254deb7d7391bfd564bbf139286,
11257514432422964350,Outlier detection for temporal data: A survey,outlier+survey,43d75d3a22db904d052d4c435e2d1f22be3887e0,
14369653415520742476,Outlier detection in audit logs for application systems,outlier+review,NA,
13508976315940828993,Outlier detection in streaming data a research perspective,outlier+review,NA,
2497834254457796394,Outlier detection in wireless sensor networks using machine learning techniques: a survey,outlier+survey,d6ce6aaf362ee1110c8518f573e183d1fe990dd6,
5107387879597969052,Outlier detection strategies for WSNs: A survey,outlier+review,fb048a713a1ae53d5c184e6c81131db4dc5753f6,
3546399092788189450,Outlier detection technique in data mining: a research perspective,outlier+review,NA,
10938541392383684395,Outlier detection techniques for localization in wireless sensor networks: A survey,outlier+survey,ef86056b7dbd1736b7f1edf786d6586a8b58cb21,
13595133371984624369,Outlier detection techniques for wireless sensor networks: A survey,outlier+review,e44e0ccd11fb5bc6c747f09b401cbbd597386d28,
9201769160500715699,Outlier detection techniques over streaming data in data mining: A research perspective,outlier+review,NA,
4692669585086585586,Outlier detection: A survey,outlier+survey,71d1ac92ad36b62a04f32ed75a10ad3259a7218d,71d1ac92ad36b62a04f32ed75a10ad3259a7218d
3494636231778055534,Outlier detection: A survey on techniques of WSNs involving event and error based outliers,outlier+survey,84fab7731f06be4850478988430704e5ae841301,
6080093284369576110,Outlier detection: applications and techniques,outlier+review,4f5844c9e7db68af7c2c5b918082636c3307cef9,
3206211151357832654,Outlier detection: applications and techniques in data mining,outlier+review,057ce2cef2b8444371efd200b8dd6f0bafcfc57d,
16798677794640178118,"Outlier detection: Methods, models, and classification",outlier+review,67c678d04908f534f37804bfc8e30de106595577,
5699445891135620926,"Outlier removal, sum scores, and the inflation of the Type I error rate in independent samples t tests: the power of alternatives and recommendations.",outlier+review,NA,
12164400373503576250,Outlier robust finite population estimation,outlier+survey,NA,
13833274599968303226,Outlier robust imputation of survey data,outlier+survey,f30a9f264bcf1b54d63128d701eac6e8938a2f22,
6200467123338562941,Outlier separability analysis with a multiple alternative hypotheses test,outlier+review,NA,
11248724536178235365,Outliers detection and treatment: a review.,outlier+review,NA,
7002150606297754244,Outliers in questionnaire data: can they be detected and should they be removed?,outlier+review,NA,
9648239085172976588,Outliers: An evaluation of methodologies,outlier+review,NA,
5140880437800201989,Performance anomaly detection and bottleneck identification,anomaly+review,NA,
17705877539234241434,Performance evaluation of outlier detection techniques in production timeseries: A systematic review and meta-analysis,outlier+review,NA,
1672378246524000196,Peters anomaly: review of the literature,anomaly+review,a6ab9cbd762bcad35f3b936f785d34ef618ee49c,
807937922986635558,Photo-z outlier self-calibration in weak lensing surveys,outlier+survey,7b002f7b37b9bfffbd15d6e04ec73ef45819df7f,
4324578530971782523,Presentation and treatment of Poland anomaly,anomaly+review,NA,
433900776766245814,Prevalence of the aberrant right subclavian artery reported in a published systematic review of cadaveric studies: the impact of an outlier,outlier+review,07d98ca90209b04d44f26fa9c45754292369cd26,
14583232481855142226,Progress in outlier detection techniques: A survey,outlier+review,275aaca7621b2ee4ff81cd37162f6c9a90f306e4,
16153718488344416658,Protestant relational ideology: The cognitive underpinnings and organizational implications of an American anomaly,anomaly+review,NA,
568840272748840437,Rat probasin: structure and function of an outlier lipocalin,outlier+review,NA,
14608493806179180750,Real-time big data processing for anomaly detection: A survey,anomaly+review,3cfe075af77bf0364e6ddecb3d223960d06e8927,
4627905598887048073,Recent advances in anomaly detection methods applied to aviation,anomaly+review,3429ede7bfcdfb31a3542b80c46025f0030932db,
2674076626844321362,Recent developments in the understanding of equatorial ionization anomaly: A review,anomaly+review,c2286c26f5d0185f549180ac457eee1cd13edf38,
2618344618818080769,Recent progress of anomaly detection,anomaly+review,NA,
15400755427609683773,RelB: an outlier in leukocyte biology,outlier+review,f1589af53bdab62f4bd64cb72a3356496e544171,
15427743459948421026,Research issues in outlier detection,outlier+review,da8aadd6e5d786dc277244eb51a8195b9097df15,
6670806200157077165,Research issues in outlier detection for data streams,outlier+review,NA,
17085375105317977607,Research progress on outlier mining,outlier+review,NA,
8886655620656095464,Review and big data perspectives on robust data mining approaches for industrial process modeling with outliers and missing data,outlier+review,NA,
15816932984486477352,Review and comparative evaluation of symbolic dynamic filtering for detection of anomaly patterns,anomaly+review,a3f18d75623d994e19a4c52ee7c0b448a67daf0e,
7328574354670234764,Review of outlier detection and identifying using robust regression model,outlier+review,56e6e25ca7b14f59a9bbd00fb9b2a5cdce3d429c,
7932017282876832499,"Review of the Proterozoic evolution of the Grenville Province, its Adirondack outlier, and the Mesoproterozoic inliers of the Appalachians",outlier+review,fcbadde50a96deebe80044c09e48659d6aa127bc,
8079854398476590345,Review on anomaly based network intrusion detection system,anomaly+review,13df0f1045c6b010d81a754103b9cad78c2beb47,
15402288731946191413,Robust statistics for outlier detection,outlier+review,NA,
8588775705664496823,Robustness and outlier detection in chemometrics,outlier+review,NA,
18210374680558115586,Screening for medication errors using an outlier detection system,outlier+review,66872384b9aa9cb7cf5ae06d99d444fff4dcbb0a,
8145970889799175512,Semi-supervised anomaly detection algorithms: A comparative summary and future research directions,anomaly+survey,NA,
4972416284089592983,Severe insect pest impacts on New Zealand pasture: the plight of an ecological outlier,outlier+review,a6f34b32743e902bd930a2bd84336b82a93f85a8,
17044465789555220830,Sex preference in south Asia: Sri Lanka an outlier,outlier+review,NA,
6707710296836084497,Smart anomaly detection in sensor systems: A multi-perspective review,anomaly+review,4bb42d0c581b0d7baa31147f145424d9840204b2,
7067014763611611547,SOM ensemble for unsupervised outlier analysis. Application to outlier identification in the Gaia astronomical survey,outlier+survey,707997684d716469831e2327212fc37265026126,
16298398834923075576,Statistical data preparation: management of missing values and outliers,outlier+review,NA,
6366157081846866142,Survey on anomaly detection using data mining techniques,anomaly+review,4ecc1703dfa8cf20767321746a10524ab733493b,
12638170054893408557,Survey on incremental approaches for network anomaly detection,anomaly+survey,3fdfd243f2c1c8ea974ed661dc06b35849b9ead9,
14881653643246325878,Survey on outlier detection in data mining,outlier+survey,ad3d162d82f4b5da6571db25602749e392780fae,
15377270826564366537,Survey on outlier detection in data stream,outlier+survey,4cf9ce74e4076a14cc8b636df2130b01f7b7c6ff,
10629552088407646111,SVR-based outlier detection and its application to hotel ranking,outlier+review,NA,
7798559066288871622,Swarm intelligence in anomaly detection systems: an overview,anomaly+review,7374ad5ac41318b5ea8cf67728480f7522d3c021,
327638618850845914,Systematic review of the literature: parental outcomes after diagnosis of fetal anomaly,anomaly+review,24d4863a3c3badc3c4adccba47c282ed21a9fce0,
16053471397885344042,Taxonomy of anomaly based intrusion detection system: a review,anomaly+review,4bf0fdf066bc9dff6a96b92738843e266ee57873,
13200090915498569719,Tensor-based anomaly detection: An interdisciplinary survey,anomaly+review,1a0a0c3193770c3b4a43783efbdaeb263f513dea,
9784078868477134313,The 5q− anomaly,anomaly+review,2390da8a3bf78824d12f882316267c75792297c3,
8888640834223653653,The anomaly called psi: Recent research and criticism,anomaly+review,NA,
17360762318804740477,The association of intensivists with failure-to-rescue rates in outlier hospitals: results of a national survey of intensive care unit organizational characteristics,outlier+survey,ee45b1506090f37f96d07a717e134606603a476e,
16185895658178345047,The BACON-EEM algorithm for multivariate outlier detection in incomplete survey data,outlier+survey,d059b34072b9276de08686b4e605e721d9e99bfa,
11844293465573356117,The chiral magnetic effect and anomaly-induced transport,anomaly+review,NA,
7155683628298361770,The committee outlier debate: a review and a reexamination of some of the evidence,outlier+review,c5029fda4043a94f468e6551f72693a1bac08395,
7141710121042918936,The compelling anomaly of chemical intolerance,anomaly+review,NA,
18190103087619304691,The DiGeorge anomaly,anomaly+review,NA,
8439216019789309577,The DiGeorge anomaly as a developmental field defect,anomaly+review,NA,
2248195366613783131,The DiGeorge anomaly.,anomaly+review,NA,
13247257851542544412,The ecology of the zebra finch makes it a great laboratory model but an outlier amongst passerine birds,outlier+review,NA,
1963960069209086887,The forward discount anomaly and the risk premium: A survey of recent evidence,anomaly+review,1b4699fe367fd1e047148c19af86748becbcd090,
13418827579176709328,The outlier in all of us: why implementing pharmacogenomics could matter for everyone,outlier+review,NA,
10177687332748729691,The outlier survey: A regional view of settlement in the San Juan Basin,outlier+survey,05b5e705b51755a669232bf3ae95dc6efdcfd09e,
2750646612855375233,The palatally displaced canine as a dental anomaly of genetic origin,anomaly+survey,NA,
16591370746482138146,The pioneer anomaly,anomaly+review,NA,
16647875156180423810,The presentation format of review score information influences consumer preferences through the attribution of outlier reviews,outlier+review,b2afa6da42b6e64cc9fca9bd5d37860ed8808dba,
1363107996291373554,The prion hypothesis: from biological anomaly to basic regulatory mechanism,anomaly+survey,NA,
3622110439483798621,"The recent Atlantic cold anomaly: Causes, consequences, and related phenomena",anomaly+review,3d20dafd0c9e8089108a4670b8d83aa42b367536,
9811933428286653240,The theory of the Bouguer gravity anomaly: A tutorial,anomaly+survey,NA,
1960525085071158090,There and back again: Outlier detection between statistical reasoning and data mining algorithms,outlier+review,29908e7b3145d9626201a08c4b91f65cc2d1e37d,
4538850856727112388,To clean or not to clean phenotypic datasets for outlier plants in genetic analyses?,outlier+review,NA,
18271200370875066492,Trajectory outlier detection for traffic events: A survey,outlier+survey,9f7cb155ed4da92b54091b70ac36762f88d07504,
14018055672754307439,Transient wave-based methods for anomaly detection in fluid pipes: A review,anomaly+review,NA,
5600755071129068899,Tutorial review—Outliers in experimental data and their treatment,outlier+review,NA,
11797299873165580558,Twenty years of the Weyl anomaly,anomaly+review,NA,
6836683208388587842,Univariate outliers: a conceptual overview for the nurse researcher,outlier+review,NA,
4396658083365474052,"Urban Anomaly Analytics: Description, Detection, and Prediction",anomaly+review,ee9f40f1c1e77b0b39b6e4a158208614fb4995c0,
9723709699534060589,Using low resolution satellite imagery for yield prediction and yield anomaly detection,anomaly+review,NA,
14078236133989311421,Using outlier analysis to detect partisan gerrymanders: A survey of current approaches and future directions,outlier+review,3b6e9c4deb3d5458dac9da295f6d4274f0c3d0a1,
2126870991479892621,Using the variogram for vector outlier screening: application to feature-based image registration,outlier+review,NA,
9564534237720699144,Vascular anomaly cases for the pediatric hematologist oncologists—an interdisciplinary review,anomaly+review,NA,
6613572350555511522,Visual anomaly detection for images: A survey,anomaly+survey,cf122c84af8c85e15c3dffaca4069dd455b56a1e,
