id,title,query,duplicated
7f585a7f6bf51606f9cfa80f19ec4720532c4f19,Exploiting AIS Data for Intelligent Maritime Navigation: A Comprehensive Survey From Data to Methodology,anomaly+survey,
855fe2f82d022ce00959a9f5f5a1f5f1ff5b5686,Exploring stroke risk and prevention in China: insights from an outlier,outlier+review,
908f90f69cff5f205cd5091bed985bcaf8364bd2,"Fabella prevalence rate increases over 150 years, and rates of other sesamoid bones remain constant: a systematic review",outlier+review,
1a7f27c20ed1c0abdcd8e44de65e6779cd06f898,Features and performance of some outlier detection methods,outlier+review,
1bcd4c62013d8ed7383bf81119438d92221a16b2,Field-Selective Anomaly and Chiral Mode Reversal in Type-II Weyl Materials.,anomaly+review,
2e86fafe56e30733cdcfc89eac2a4fa4504e542a,Footprints of New Strong Dynamics via Anomaly and the 750 GeV Diphoton.,anomaly+review,
7cd69e3e709a383829aa96e710354a70e14f6101,Fractional quantum Hall effect in a curved space: gravitational anomaly and electromagnetic response.,anomaly+review,
0b5cee038473d8178d94736cc220b3833bbda88a,Framing anomaly in the effective theory of the fractional quantum Hall effect.,anomaly+review,
fffbf0cbafa24f17fe5db8582efaa3406ebd08a4,Fraud detection: A systematic literature review of graph-based anomaly detection approaches,anomaly+review,
7b2180d7fa0d65e8756401cb077bf3dea3f9b575,Generalized Out-of-Distribution Detection: A Survey,outlier+survey,
7b2180d7fa0d65e8756401cb077bf3dea3f9b575,Generalized Out-of-Distribution Detection: A Survey,anomaly+survey,
2ea785d090f88f54473806eb20670d79d62fa5f7,Generating Artificial Outliers in the Absence of Genuine Ones — A Survey,outlier+survey,
74d94154321c3180bd43c49c96fde485429ce072,"Geomagnetic Anomaly Survey at the Divergent Plate Boundary in Afar Depression, Ethiopia",anomaly+survey,
0119f18eef5c4ff5aa4dcbca191fb4764de1de58,Graph based anomaly detection and description: a survey,anomaly+survey,
cb9092a0bfce04003a51761e64512530778f2045,GROF: Indoor Localization Using a Multiple-Bandwidth General Regression Neural Network and Outlier Filter,outlier+survey,
e49835fd71c7407c2309af42a88c98b98bf3a349,Hoeffding Tree Algorithms for Anomaly Detection in Streaming Datasets: A Survey,anomaly+survey,
7bc694bc8e1188dc6098ab6587437a177173c1c7,How Organizational Cognitive Neuroscience Can Deepen Understanding of Managerial Decision‐Making: A Review of the Recent Literature and Future Directions,outlier+review,
9a88412fb3049b3754db4507bad41fbdecf0b7fc,Hubness in Unsupervised Outlier Detection Techniques for High Dimensional Data –A Survey,outlier+survey,
0d0655e3fe0a38e0df605eae310df3e545011305,Hybrid Approach for Outlier Detection over Wireless Sensor Network Real Time Data,outlier+review,
07573d411accb9400da80e1badc8e27ecd7b0661,Hyperspectral Anomaly Detection: A survey,anomaly+survey,
629a90a6c609b3ca26db71829b74b12e8f6bd353,Identifying careless responses in survey data.,outlier+survey,
79cd4a4f38411566e44a856f37ff66bcf7824c7d,IFMC case notes. Outlier review.,outlier+review,
49ae00b9a8539ba1a2a7d77408daad850fd33095,Image/Video Deep Anomaly Detection: A Survey,anomaly+survey,
4862e969257237d6ce373dfa763aa7d287d133ff,Implementation and assessment of two density-based outlier detection methods over large spatial point clouds,outlier+survey,
eb60d18eaa8923ec61d37e74e8d630bbd7e25b63,Integrating aspect analysis and local outlier factor for intelligent review spam detection,outlier+review,
5be90162528dff0ac6af5847e2e4f10392c1ce68,Investigating the Adequacy of Response Time Outlier Definitions in Computer-Based Web Surveys Using Paradata SurveyFocus,outlier+survey,
e8a2502c12cd6d0c2d40089d9b8b66463d5dbbf9,Is mortality a good indicator of the clinical quality of National Health Service hospitals? A cross-sectional study of outlier trusts for mortality indices using quality dashboards,outlier+review,
066834b3f7226ba0fe58329c2a4fb949cf11f7fd,Kimmerle's Anomaly as a Possible Causative Factor of Chronic Tension-Type Headaches and Neurosensory Hearing Loss: Case Report and Literature Review,anomaly+review,
0088e21e4a018eba4dcaa71ca3e31335a3694b05,Lagrangian intersection floer theory : anomaly and obstruction,anomaly+review,
c774a2f134facf993d032945aec6f014b455aea9,Local and Global Outlier Detection Algorithms in Unsupervised Approach: A Review,outlier+review,
cbb29c6cd0203a811ab18574e85e6b74a1a68cfc,Machine Learning for Anomaly Detection: A Systematic Review,anomaly+review,
5c41630a3b2faace172f49e990bb71af9e12c66c,Machine Learning in Additive Manufacturing: A Review,anomaly+review,
83a4575f6800e18fcf68cb8f57bf8242d97ed95a,Machine Learning Techniques for Network Anomaly Detection: A Survey,anomaly+survey,
b0259da12d31c927789edf986adb10a55d9b661e,MAINSTREAMING AN OUTLIER: THE QUEST TO CORROBORATE THE SECOND LANCET SURVEY OF MORTALITY IN IRAQ,outlier+survey,
12fad81d448dfc1b663981090d9ed508a65439fe,Maritime anomaly detection: A review,anomaly+review,
e43c2cd01f0f4a85831180d27f8e9e0ebe6fb3b2,Maritime Anomaly Detection: Domain Introduction and Review of Selected Literature,anomaly+review,
5531121ab666245b2902cd45c07475e3e9e17414,Maternal overweight and obesity and the risk of congenital anomalies: a systematic review and meta-analysis.,anomaly+review,
3915afd4159bf66ba681f312c26b4c03b2fea683,Mean population salt consumption in India: a systematic review,outlier+review,
69b802d5aa1c0abc06111da4eae0e0e22fe97d64,Mesenteric cystic lymphangioma: a congenital and an acquired anomaly? Two cases and a review of the literature.,anomaly+review,
c25d42bd1815868da7039f28fb9a8eb4e2fe0b66,Mining unusual and rare stellar spectra from large spectroscopic survey data sets using the outlier-detection method,outlier+survey,
e02c3cc2aef4457997d2360f7087a4c9b8b39043,Mirror Anomaly in Dirac Semimetals.,anomaly+review,
a6af9d81e1c3f3e246c82bc43d7b274b125c0f05,Mixed Axial-Torsional Anomaly in Weyl Semimetals.,anomaly+review,
87ff00d608e56e6a97eb0c9f7d5a8e1e07e6403b,Mobile Network Anomaly Detection and Mitigation: The NEMESYS Approach,anomaly+review,
813cd74a49f2fc491be61c8cf762b9cdb4341336,"Model for a quantum Hall effect without Landau levels: Condensed-matter realization of the ""parity anomaly""",anomaly+review,
030dff9a7cba9b85be1fec18a895c86673264680,Modeling Representation of Videos for Anomaly Detection using Deep Learning: A Review,anomaly+review,
95c3f80ffcf54aabb79ae327809cfa440833c9cf,"Monetary Sanctions: A Review of Revenue Generation, Legal Challenges, and Reform.",outlier+review,
1946a4e29514b474a3933cc6c573ca5d38bc4125,Monocular Outlier Detection for Visual Odometry,outlier+review,
5c645351972daebf9b30722df52e7f4b6a0f6135,Mortality in critically ill patients with coronavirus disease 2019‐associated pulmonary aspergillosis: A systematic review and meta‐analysis,outlier+review,
5b8949e596c701963520476a643d8cdfbb65da67,Multicenter survey on the outcome of transplantation of hematopoietic cells in patients with the complete form of DiGeorge anomaly.,anomaly+survey,
2a4da1297fdec5146a6acbc809eb200ee9df2dec,Multivariate Computing and Robust Estimating for Outlier and Novelty in Data and Imaging Sciences,outlier+review,
f22908064b3b94e9dc769b5602096fac2efc17e4,Multivariate outlier detection in incomplete survey data: the epidemic algorithm and transformed rank correlations,outlier+survey,
4f2ef43b81a4dd319aa7f1d97cf27839e1cbb3ff,Network anomaly detection research: a survey,outlier+survey,
4f2ef43b81a4dd319aa7f1d97cf27839e1cbb3ff,Network anomaly detection research: a survey,anomaly+survey,
12ba136dd3c3da27e7c91fea9ec3d9fe57d1201b,Network anomaly detection: A survey and comparative analysis of stochastic and deterministic methods,anomaly+survey,
e2bd8699e946cc256b15220c2ff1dd2205406b41,Notes on Anomaly Induced Transport,anomaly+review,
d53ad102e79a20987400df49b4b05b9f4c7c0975,On Application of X-ray Fluorescence Measurements on Aeromagnetic Anomaly Survey in Meng Mala,anomaly+survey,
8845fa3ea7c74a9c38bb4c32f53f06cfec7cc49e,On robust randomized neural networks for regression: a comprehensive review and evaluation,outlier+review,
e3a730c4b03bbab5a8712f543291a7889e7f8a0a,On the formulation of the alternative hypothesis for geodetic outlier detection,outlier+review,
13508fc5268937ebf7eb80e58ebfb7e01eed3caa,On the nature and types of anomalies: a review of deviations in data,anomaly+review,
9eb1b16fbd4786eaac91f308d75609b9321868ce,One-class classification: taxonomy of study and review of techniques,outlier+review,
962990ee9691d65cc68be4571d7e22d839896334,One-class support vector machines: analysis of outlier detection for wireless sensor networks in harsh environments,outlier+review,
2ec1a372e572d841b11abd3f398532ed534f3bac,Opioid Use After Discharge in Postoperative Patients: A Systematic Review,outlier+review,
33ac3796b735952652ae4aac692af40fe38c6204,Outlier and Anomaly Detection: A Survey of Outlier and Anomaly Detection Methods,outlier+survey,
33ac3796b735952652ae4aac692af40fe38c6204,Outlier and Anomaly Detection: A Survey of Outlier and Anomaly Detection Methods,anomaly+survey,
806aaf796c256af8e91e27685d9bbf0e71f36f94,Outlier and anomaly pattern detection on data streams,outlier+review,
0598f0f8d5d2d9f8d0c24dee32cbd867946520e7,Outlier Data Treatment Methods Toward Smart Grid Applications,outlier+review,
67c678d04908f534f37804bfc8e30de106595577,Outlier Detection,outlier+review,
912b0b7879ca99bf654a26bbb0d50d4b8e0ed6c0,Outlier Detection : A Survey,outlier+survey,71d1ac92ad36b62a04f32ed75a10ad3259a7218d
15f197b5a34ab28d8e0a2d6a5e90b88fefc279ee,Outlier Detection Algorithms for Least Squares Time Series Regression,outlier+review,
a49257d53937027e4122072a6746b4256aa7325d,OUTLIER DETECTION AND TREATMENT IN I/O PSYCHOLOGY: A SURVEY OF RESEARCHER BELIEFS AND AN EMPIRICAL ILLUSTRATION,outlier+survey,
aa4e2b76f055832ce609b9b37c14842bc6db6ac2,Outlier detection and treatment in industrial sampling survey,outlier+survey,
2253852c07a07d9b87155dca28c5879b4fd3840d,Outlier Detection Approaches Based on Machine Learning in the Internet-of-Things,outlier+survey,
9436440748a52254deb7d7391bfd564bbf139286,Outlier detection approaches for wireless sensor networks: A survey,outlier+survey,
fd03202b9dbaab37d46e0a08d1a342847502e0e7,Outlier Detection for Business Intelligence using Data Mining Techniques,outlier+review,
92b1482bad6fdb84c7155108976e258ebf5e1456,Outlier Detection for Different Applications: Review,outlier+review,
43d75d3a22db904d052d4c435e2d1f22be3887e0,Outlier Detection for Temporal Data: A Survey,outlier+survey,
f8fa949296d35e428488755839b9755c0d03a509,Outlier Detection in RFID Datasets in Supply Chain Process: A Review,outlier+review,
d6ce6aaf362ee1110c8518f573e183d1fe990dd6,Outlier Detection in Wireless Sensor Networks using Machine Learning Techniques: A Survey,outlier+survey,
6e7e9698b7a4a1182bf22dfdac2bf744227d9abb,Outlier Detection in WSN- A Survey,outlier+survey,
3c5c9f82d2727ab8041ef0e6597e7b4049c2002e,Outlier detection methods for generalized lattices: a case study on the transition from ANOVA to REML,outlier+review,
fb048a713a1ae53d5c184e6c81131db4dc5753f6,Outlier detection strategies for WSNs: A survey,outlier+survey,
918bcad1b9175a2a3d93bae588fdb04ee012c538,Outlier Detection Techniques and Cleaning of Data for Wireless Sensor Networks: A Survey,outlier+survey,
ef86056b7dbd1736b7f1edf786d6586a8b58cb21,Outlier Detection Techniques for Localization in Wireless Sensor Networks: A Survey,outlier+survey,
e44e0ccd11fb5bc6c747f09b401cbbd597386d28,Outlier Detection Techniques for Wireless Sensor Networks: A Survey,outlier+survey,
84fab7731f06be4850478988430704e5ae841301,Outlier detection: A survey on techniques of WSNs involving event and error based outliers,outlier+survey,
4f5844c9e7db68af7c2c5b918082636c3307cef9,Outlier Detection: Applications And Techniques,outlier+review,
057ce2cef2b8444371efd200b8dd6f0bafcfc57d,Outlier Detection: Applications and techniques in Data Mining,outlier+review,
45040041494c6fd32c23990394928c97aad803a7,Outlier exclusion procedures must be blind to the researcher's hypothesis.,outlier+survey,
72a65800d8c0d273bb13fcfff561fdc358b8abee,Outlier Review during Concurrent Seasonal Adjustment of CES State and Area Series,outlier+review,
f30a9f264bcf1b54d63128d701eac6e8938a2f22,Outlier Robust Imputation of Survey Data,outlier+survey,
cc338f9f6349341e75368cdf22170356e5f3da92,Outlier Robust Imputation of Survey Data via ReverseCalibration,outlier+survey,
161a75128e466b87de5934598d5af3794521e3a3,Outlier robust kernel-based system identification using ℓ1-Laplace techniques,outlier+review,
79f16a4af87eb4c8ab0599a25db8ff7cecfa4323,Outlier-based Health Insurance Fraud Detection for U.S. Medicaid Data,outlier+review,
5b8355a0bc89f0ca45501baf617da51523ff590f,"Outlier-Robust Estimation: Hardness, Minimally Tuned Algorithms, and Applications",outlier+review,
40590cb038f6676cbca39fb560aa1ef87ddfe409,Particle physics models for the 17 MeV anomaly in beryllium nuclear decays,anomaly+review,
bc436bed9f8d2edf25d9bd0114a396f14d8280cc,Paying for Prescription Drugs Around the World: Why Is the U.S. an Outlier?,outlier+survey,
a7748d4305853dbfc26df2abd78e3c1f83c7a4dd,Pelger-Huët Anomaly: A Critical Review of the Literature,anomaly+review,
fcc5d0b4c4fa98bfc7ad4c91e5e81396d877b5c5,Performance evaluation of circulating fluidized bed incineration of municipal solid waste by multivariate outlier detection in China,outlier+survey,
a6ab9cbd762bcad35f3b936f785d34ef618ee49c,Peters Anomaly: Review of the Literature,anomaly+review,
3061884d7225bf0e612dca39f4db75752f79e205,Pharmacological augmentation strategies for schizophrenia patients with insufficient response to clozapine: a quantitative literature review.,outlier+review,
7b002f7b37b9bfffbd15d6e04ec73ef45819df7f,Photo-z outlier self-calibration in weak lensing surveys,outlier+survey,
58e6dbf3ca9a4b3e87e2ce8ea0e05ae0a341d990,Pre-seismic anomalies from optical satellite observations: a review,anomaly+review,
07d98ca90209b04d44f26fa9c45754292369cd26,Prevalence of the aberrant right subclavian artery reported in a published systematic review of cadaveric studies: The impact of an outlier,outlier+review,
c50ef0e19892921ccf4fe87194948547aa94e11c,Prognostic outlier genes for enhanced prostate cancer treatment.,outlier+review,
275aaca7621b2ee4ff81cd37162f6c9a90f306e4,Progress in Outlier Detection Techniques: A Survey,outlier+review,
275aaca7621b2ee4ff81cd37162f6c9a90f306e4,Progress in Outlier Detection Techniques: A Survey,outlier+survey,
23983d592991bb937518ae67f9243d02fcd5664d,Protophobic Fifth-Force Interpretation of the Observed Anomaly in ^{8}Be Nuclear Transitions.,anomaly+review,
3cfe075af77bf0364e6ddecb3d223960d06e8927,Real-time big data processing for anomaly detection: A Survey,anomaly+survey,
3429ede7bfcdfb31a3542b80c46025f0030932db,Recent Advances in Anomaly Detection Methods Applied to Aviation,anomaly+review,
3429ede7bfcdfb31a3542b80c46025f0030932db,Recent Advances in Anomaly Detection Methods Applied to Aviation,anomaly+survey,
c2286c26f5d0185f549180ac457eee1cd13edf38,Recent developments in the understanding of equatorial ionization anomaly: A review,anomaly+review,
f1589af53bdab62f4bd64cb72a3356496e544171,RelB: an outlier in leukocyte biology,outlier+review,
da8aadd6e5d786dc277244eb51a8195b9097df15,Research Issues in Outlier Detection,outlier+survey,
a3f18d75623d994e19a4c52ee7c0b448a67daf0e,Review and comparative evaluation of symbolic dynamic filtering for detection of anomaly patterns,anomaly+review,
1db07a0bdb312f6ea4f9e583a43db6de45705da7,Review of 54 patients with complete DiGeorge anomaly enrolled in protocols for thymus transplantation: outcome of 44 consecutive transplants.,anomaly+review,
4ed2950a6738b7fa4f3dfb47c49f41f1a1b6a02c,Review of Outlier Detection,outlier+review,
56e6e25ca7b14f59a9bbd00fb9b2a5cdce3d429c,Review of Outlier Detection and Identifying Using Robust Regression Model,outlier+review,
fcbadde50a96deebe80044c09e48659d6aa127bc,"Review of the Proterozoic evolution of the Grenville Province, its Adirondack outlier, and the Mesoproterozoic inliers of the Appalachians",outlier+review,
13df0f1045c6b010d81a754103b9cad78c2beb47,Review on anomaly based network intrusion detection system,anomaly+review,
e9eb858278e7d6c23e45c781a9b053172b570e46,Review on Outliers Identification Methods for Univariate Circular Biological Data,outlier+review,
a18e394b0b4b88299802305b4f2f64857c33236e,Revocation of Citizenship and Rule of Law: How Judicial Review Defeated Britain's First Denaturalization Regime,outlier+review,
70e768d954ac244c0e9ac9cf63293b111a62a742,Right nonrecurrent inferior laryngeal nerve and arteria lusoria: the diagnostic and therapeutic implications of an anatomic anomaly: Review of 17 cases,anomaly+review,
49b3c8835df953d21cb3090de53a4bbec8a7b448,RKDOS: A Relative Kernel Density-based Outlier Score,outlier+review,
34fa0e539d2c58cf68a108ed6d8d8a9c09b3ccfe,Road Surface Monitoring Using Smartphone Sensors: A Review,anomaly+review,
87ef6c11df2860226aafd73ff2b885e2673fcc48,Robust formation of Skyrmions and topological Hall effect anomaly in epitaxial thin films of MnSi.,anomaly+review,
66872384b9aa9cb7cf5ae06d99d444fff4dcbb0a,Screening for medication errors using an outlier detection system,outlier+review,
8e2ff7e13bc1a3a7151ad5f5afff461aca95ee5a,Searching for Buried Fault under Chengdu Plain Using Gravity Anomaly Survey,anomaly+survey,
a6f34b32743e902bd930a2bd84336b82a93f85a8,Severe Insect Pest Impacts on New Zealand Pasture: The Plight of an Ecological Outlier,outlier+review,
dea44eec83e7870efde6b3bc2823c2e0df9feeca,Signatures of the Chiral Anomaly in Phonon Dynamics.,anomaly+review,
f93997cef7ec23b813703dd53f1f6fd0e4ef213c,Sinus pericranii: an overview and literature review of a rare cranial venous anomaly (A review of the existing literature with case examples),anomaly+review,
4bb42d0c581b0d7baa31147f145424d9840204b2,Smart Anomaly Detection in Sensor Systems: A Multi-Perspective Review.,anomaly+review,
42ac538b8fd32e6c850936b09c9949c3e6e5c144,Software-Defined-Networking-Enabled Traffic Anomaly Detection and Mitigation,anomaly+review,
707997684d716469831e2327212fc37265026126,SOM ensemble for unsupervised outlier analysis. Application to outlier identification in the Gaia astronomical survey,outlier+survey,
8f3cdaa82bf804746347229ef59813e4b904ec28,Spatial Outlier Detection Approaches and Methods: A Survey,outlier+survey,
d5c27ee7ef055b02e015d71f3d5e712937ab51cc,Spatiotemporal data mining: a survey on challenges and open problems,outlier+survey,
ea8d5db86053bfe4afe6bd04385b10a6a0b824ef,Statistical Methods for Outlier Detection in Space Telemetries,outlier+review,
e040dfb8cd66dc6812351a08ad23a3dc5076be57,STATISTICAL OUTLIER DETECTION METHOD FOR AIRBORNE LIDAR DATA,outlier+review,
7284c866bfa05bbc984a639de2ecbc01ba16f6b7,Sterile neutrinos or flux uncertainties? — Status of the reactor anti-neutrino anomaly,anomaly+review,
c1bbfef879eb399dbef0874f2955df5f2dd1395e,Support for the thermal origin of the pioneer anomaly.,anomaly+review,
38e81867da601ae6877dd9ce2c1e1aa085852ecb,"Survey of intrusion detection systems: techniques, datasets and challenges",anomaly+survey,
eded966a1be3ec40b29b72d2f82ac98e5b751de1,Survey of outlier detection technologies,outlier+survey,
d79a976ac8305a10d4dd37d7dafb8637ab115258,Survey of Outlier Mining,outlier+survey,
4166b0e47d22c525164ac2cb00631d3730ca0d7c,Survey of Partition Based Clustering Algorithm Used for Outlier Detection,outlier+survey,
4ecc1703dfa8cf20767321746a10524ab733493b,Survey on Anomaly Detection using Data Mining Techniques,anomaly+survey,
2541096ac304a97c48d11936b81ca204f54b563d,Survey on HMM based anomaly intrusion detection using system calls,anomaly+survey,
3fdfd243f2c1c8ea974ed661dc06b35849b9ead9,Survey on Incremental Approaches for Network Anomaly Detection,anomaly+survey,
ad3d162d82f4b5da6571db25602749e392780fae,Survey on Outlier Detection in Data Mining,outlier+survey,
4cf9ce74e4076a14cc8b636df2130b01f7b7c6ff,Survey on Outlier Detection in Data Stream,outlier+survey,
03474e02d54a4c2ef83deedc96a4d289dec0cceb,SURVEY ON OUTLIER DETECTION TECHNIQUES USING CATEGORICAL DATA,outlier+survey,
d3aa4e7332765b798521ec2580529353927a9a1f,Survey on Outlier Pattern Detection Techniques for Time-Series Data,outlier+survey,
7374ad5ac41318b5ea8cf67728480f7522d3c021,Swarm intelligence in anomaly detection systems: an overview,anomaly+review,
f9e7dc953c390fccf3b50e3ea21002627828884a,Systematic review of the effect of processing of whole-grain oat cereals on glycaemic response,outlier+review,
24d4863a3c3badc3c4adccba47c282ed21a9fce0,Systematic Review of the Literature: Parental Outcomes After Diagnosis of Fetal Anomaly,anomaly+review,
4bf0fdf066bc9dff6a96b92738843e266ee57873,Taxonomy of Anomaly Based Intrusion Detection System: A Review,anomaly+review,
828cba1d81667db435a56fc603b0c28e2fd9981b,TECHNOLOGY Fraud Detection Using Outlier Analysis : A Survey,outlier+survey,
1a0a0c3193770c3b4a43783efbdaeb263f513dea,Tensor-based anomaly detection: An interdisciplinary survey,anomaly+survey,
ee45b1506090f37f96d07a717e134606603a476e,The association of intensivists with failure-to-rescue rates in outlier hospitals: results of a national survey of intensive care unit organizational characteristics.,outlier+survey,
d059b34072b9276de08686b4e605e721d9e99bfa,The BACON-EEM Algorithm for Multivariate Outlier Detection in Incomplete Survey Data.,outlier+survey,
c5029fda4043a94f468e6551f72693a1bac08395,The committee outlier debate: A review and a reexamination of some of the evidence,outlier+review,
f96b7fa691b7d3b992de8b9f5e1c8ef7301db5ed,The Detail Survey of Anomaly/Outlier Detection Methods in Data Mining,outlier+survey,
9afed127b343048cc1b8201bb9f1b289c63b8da7,The Effect of a Global Positioning System (GPS) Receiver Measurement Error on Gravity Anomaly Survey Accuracy.,anomaly+survey,
a5512097159e39fba32361c6158a240dfbeaa503,The effect of telehealth interventions on quality of life of cancer survivors: A systematic review and meta-analysis,outlier+review,
1989da271e2d143af620a5106490fea0fd287848,"The Effects of Structured Exercise or Lifestyle Behavior Interventions on Long-Term Physical Activity Level and Health Outcomes in Individuals With Type 2 Diabetes: A Systematic Review, Meta-Analysis, and Meta-Regression.",outlier+review,
1b4699fe367fd1e047148c19af86748becbcd090,The Forward Discount Anomaly and the Risk Premium: A Survey of Recent Evidence,anomaly+survey,
81c2876860c1d0beb77859fe1cfd63ee6b20172f,The High Time Resolution Universe survey – XIV. Discovery of 23 pulsars through GPU-accelerated reprocessing,outlier+survey,
82776b7b6ec2a6b3c5fde91d4f362405ef178746,The Idiosyncratic Momentum Anomaly,anomaly+review,
33b6ae946068ffc3dd0ae303a2f15b37043fafd2,The k-means Algorithm: A Comprehensive Survey and Performance Evaluation,outlier+survey,
1022f834bfed10c20b9bd2f43d44ad8a87b1291b,The LHC Olympics 2020 a community challenge for anomaly detection in high energy physics,anomaly+review,
005127522ad27794299ff218b210255baf5bccaa,The LOFAR Two-metre Sky Survey,outlier+survey,
be50dc1304ea07936fb1d056a89d718b7b140059,"The Outlier Survey: A Regional View of Settlement in the San Juan Basin. Robert P. Powers , William B. Gillespie , Stephen H. Lekson",outlier+survey,
05b5e705b51755a669232bf3ae95dc6efdcfd09e,The Outlier Survey: A Regional View of the Settlement in the San Juan Basin,outlier+survey,
b2afa6da42b6e64cc9fca9bd5d37860ed8808dba,The Presentation Format of Review Score Information Influences Consumer Preferences through the Attribution of Outlier Reviews,outlier+review,
3d20dafd0c9e8089108a4670b8d83aa42b367536,"The Recent Atlantic Cold Anomaly: Causes, Consequences, and Related Phenomena.",anomaly+review,
83dc9fe30d78621be29ba9fd4bcf6b887eeae957,The review of outlier mining based on granular computing,outlier+review,
64a7ef6e91e274f6024cbfafc41c95cb9204f075,The STRong lensing Insights into the Dark Energy Survey (STRIDES) 2016 follow-up campaign – I. Overview and classification of candidates selected by two techniques,outlier+survey,
e6636d830e6556116e74c20c782425d25133e92e,The weirdest SDSS galaxies: results from an outlier detection algorithm,outlier+survey,
9fbd0c15549b28cb59a0f07d6810b8403441ab7f,Theories on formation of an anomalous anticyclone in western North Pacific during El Niño: A review,anomaly+review,
29908e7b3145d9626201a08c4b91f65cc2d1e37d,There and back again: Outlier detection between statistical reasoning and data mining algorithms,outlier+review,
56a48230aaf23cd89fcaa7f4cfcfc3cf6eb01670,Thoracic involvement in generalised lymphatic anomaly (or lymphangiomatosis),anomaly+review,
6d2d78d2015e6057b99691ae097a7362ec4e3bb6,Time Series Data Augmentation for Deep Learning: A Survey,anomaly+survey,
c7bc8b8098a8e4d1187dd28fbd4ee975db51bb50,TRACKING OF DOUBTFUL REAL ESTATE TRANSACTIONS BY OUTLIER DETECTION METHODS: A COMPARATIVE STUDY,outlier+review,
ec8ba92956eaac2cb27adb8641e506c2f3a7a59a,Traffic anomaly diagnosis in Internet backbone networks: A survey,anomaly+survey,
9f7cb155ed4da92b54091b70ac36762f88d07504,Trajectory Outlier Detection for Traffic Events: A Survey,outlier+survey,
7a609736cb7d92a668dbafde515b7ef9be19bf08,Trajectory-Based Surveillance Analysis: A Survey,anomaly+survey,
695cbf6344ed2ecff9e6da841516c415317dbda5,U.S. National Magnetic Anomaly Survey Specifications Workshop Report,anomaly+survey,
b3a3d21567440c1a3adfbe0b4fc67c10b58e4749,Understanding and recognizing the Pelger-Huët anomaly.,anomaly+review,
d414d89a1d13c4ae7a73ad274e3ea320289d6369,Unsupervised Distance-Based Outlier Detection Using Nearest Neighbours Algorithm on Distributed Approach: Survey,outlier+survey,
ee9f40f1c1e77b0b39b6e4a158208614fb4995c0,"Urban Anomaly Analytics: Description, Detection, and Prediction",anomaly+survey,
3b6e9c4deb3d5458dac9da295f6d4274f0c3d0a1,Using Outlier Analysis to Detect Partisan Gerrymanders: A Survey of Current Approaches and Future Directions,outlier+survey,
4e52415121a39ebd71925fc8567c5e7f64588f42,Using Person Fit Statistics to Detect Outliers in Survey Research,outlier+survey,
44f0c8dc53aed4023782f56919220b918d2d9b99,Utilization of Predictive Modeling to Determine Episode of Care Costs and to Accurately Identify Catastrophic Cost Non-warranty Outlier Patients in Adult Spinal Deformity Surgery: A Step Toward Bundled Payments and Risk Sharing.,outlier+review,
cf122c84af8c85e15c3dffaca4069dd455b56a1e,Visual Anomaly Detection for Images: A Survey,anomaly+survey,
1d6b8245769c54d8aa08bf8a610da79b8cc43b33,Weight Reduction Method for Outlier in Survey Sampling,outlier+survey,
0ad9950e5921fa2e2b7137b7daf4e72abf3c1a4b,What is the “safe zone” for transition of coronal alignment from systematic to a more personalised one in total knee arthroplasty? A systematic review,outlier+review,
0c774aa80a98220ef43df24db0e0bdde7ebb1cbc,XENON1T Excess from Anomaly-Free Axionlike Dark Matter and Its Implications for Stellar Cooling Anomaly.,anomaly+review,
26da040de770b8956b4ab7f4b2ccf40465dde033,Методы выявления аномалий: обзор (Methods for Anomaly Detection: a Survey),anomaly+survey,
